respondent_id,age,bedtime_screen_time_minutes,total_daily_screen_time_hours,doomscroll_sessions_per_night,avg_doomscroll_session_minutes,sleep_hours_per_night,sleep_latency_minutes,number_of_night_wakeups,caffeine_intake_mg_per_day,anxiety_score,stress_score,sleep_quality_score,daytime_fatigue_score,number_of_news_apps_used,phone_checks_per_night,exercise_minutes_per_day,days_since_last_digital_detox,weekly_sleep_debt_hours,gender,occupation_status,country_region,primary_device_used_at_night,bedtime_routine_type,uses_night_mode,keeps_phone_in_bedroom,consumes_negative_news_content,uses_sleep_tracking_app,doomscroller,sleep_quality_category
D30649,32,29.0,2.31,1,26.9,7.4,41.0,1,191.0,6,7,5.0,5,1,1,45.0,5.0,6.4,Male,Student,United States,Smartphone,Scrolling Social Media,Yes,No,No,No,No,Good
D30650,28,13.0,1.0,1,11.7,8.5,17.0,0,245.0,5,10,5.0,4,1,0,50.0,24.0,0.0,Male,Student,United States,Tablet,Scrolling Social Media,No,No,No,No,No,Good
D30651,19,88.0,5.6,5,18.9,7.0,37.0,3,,2,6,5.0,6,2,4,49.0,4.0,7.3,Female,Employed Part-time,UAE,Smartphone,Meditation/Journaling,No,No,No,Yes,No,Fair
D30652,31,26.0,2.51,1,22.6,8.3,30.0,0,62.0,3,5,5.0,7,0,1,38.0,33.0,0.0,Female,Employed Full-time,Australia,Smartphone,Meditation/Journaling,Yes,Yes,No,No,No,Fair
D30653,29,54.0,2.49,1,58.5,8.0,27.0,4,27.0,5,6,5.0,10,1,5,55.0,59.0,0.0,Prefer not to say,Student,India,Smartphone,Watching Videos,No,No,Yes,No,No,Fair
D30654,19,39.0,3.05,2,21.0,7.1,20.0,1,97.0,5,5,5.0,8,0,2,24.0,63.0,9.1,Male,Employed Full-time,Philippines,Smartphone,Reading,No,Yes,No,No,No,Good
D30655,17,95.0,7.62,4,19.3,5.8,65.0,1,159.0,8,9,4.0,6,1,2,89.0,39.0,19.8,Prefer not to say,Student,United Kingdom,Smartphone,No Fixed Routine,Yes,Yes,Yes,No,No,Poor
D30656,30,36.0,2.6,0,36.2,7.6,10.0,0,89.0,5,8,5.0,3,1,3,55.0,39.0,1.1,Female,Student,Brazil,Smartphone,Reading,Yes,Yes,Yes,No,Yes,Fair
D30657,27,54.0,5.75,2,29.3,6.5,44.0,0,48.0,6,6,5.0,4,0,1,57.0,116.0,14.8,Female,Employed Full-time,India,Smartphone,Scrolling Social Media,No,Yes,No,No,Yes,Poor
D30658,21,87.0,3.37,4,22.3,7.4,30.0,1,,3,4,5.0,7,1,2,49.0,8.0,4.4,Male,Employed Full-time,United States,Smartphone,Scrolling Social Media,Yes,Yes,No,No,Yes,Fair
D30659,34,34.0,4.26,2,16.8,7.1,14.0,2,,4,8,5.0,6,1,3,62.0,79.0,6.0,Female,Unemployed,India,,Scrolling Social Media,Yes,Yes,Yes,No,No,Fair
D30660,35,41.0,4.62,3,5.1,7.1,27.0,2,83.0,4,6,4.0,7,2,4,39.0,35.0,6.5,Male,Employed Full-time,United States,TV,No Fixed Routine,Yes,No,No,No,No,Good
D30661,31,20.0,3.21,1,22.1,8.1,6.0,1,281.0,3,7,5.0,6,1,2,45.0,10.0,0.0,Male,Employed Full-time,Brazil,Smartphone,No Fixed Routine,No,Yes,Yes,No,No,Fair
D30662,44,55.0,6.52,2,23.9,7.6,27.0,1,35.0,3,6,5.0,5,2,3,36.0,43.0,3.8,Male,Employed Part-time,United States,Smartphone,Reading,No,No,No,No,No,Fair
D30663,29,69.0,3.74,2,36.0,8.0,48.0,1,122.0,3,8,,5,1,2,100.0,58.0,2.2,Male,Employed Full-time,Philippines,Smartphone,Reading,No,Yes,No,No,No,Good
D30664,30,56.0,4.19,2,23.7,7.6,28.0,1,31.0,1,1,5.0,6,1,3,22.0,133.0,4.8,Female,Student,Nigeria,Smartphone,Watching Videos,Yes,No,Yes,No,Yes,Fair
D30665,16,13.0,2.91,1,12.3,8.7,22.0,1,113.0,1,4,5.0,6,1,3,25.0,10.0,0.0,Female,Employed Part-time,India,Smartphone,Scrolling Social Media,No,Yes,No,No,No,Good
D30666,15,43.0,2.04,1,44.5,6.8,40.0,1,256.0,5,9,5.0,5,3,3,39.0,177.0,9.7,Female,Employed Full-time,India,Smartphone,Scrolling Social Media,Yes,Yes,Yes,No,Yes,Good
D30667,19,25.0,2.17,1,28.2,8.1,9.0,0,88.0,3,4,5.0,8,1,3,80.0,41.0,0.0,Male,Employed Part-time,United States,Smartphone,,No,Yes,Yes,No,No,Good
D30668,23,44.0,2.22,3,14.5,7.0,20.0,1,65.0,5,5,5.0,7,1,4,59.0,39.0,8.7,Female,Employed Full-time,United States,Smartphone,Scrolling Social Media,No,Yes,Yes,No,Yes,Fair
D30669,44,56.0,3.78,2,24.2,8.5,22.0,1,60.0,5,7,,6,1,1,62.0,53.0,0.0,Female,Employed Full-time,United States,Smartphone,Watching Videos,No,Yes,No,Yes,No,Good
D30670,27,39.0,1.79,0,38.5,8.0,34.0,1,73.0,7,10,5.0,8,1,4,38.0,14.0,0.0,Male,Student,India,Smartphone,Watching Videos,No,Yes,Yes,Yes,No,Good
D30671,24,30.0,2.68,0,32.8,6.7,25.0,2,149.0,6,7,5.0,3,2,4,93.0,17.0,8.8,Male,Employed Full-time,United Kingdom,Smartphone,Scrolling Social Media,No,No,Yes,No,No,Fair
D30672,24,43.0,3.07,2,20.4,6.4,21.0,2,253.0,6,10,5.0,5,1,3,35.0,11.0,13.0,Male,Employed Full-time,United States,Smartphone,Reading,No,Yes,No,No,Yes,Poor
D30673,18,36.0,1.91,0,37.0,7.1,29.0,0,202.0,6,7,5.0,6,0,2,111.0,7.0,5.2,Female,Employed Full-time,United Kingdom,Smartphone,Watching Videos,Yes,No,Yes,No,No,Fair
D30674,25,2.0,1.0,0,5.7,7.8,10.0,1,77.0,3,6,5.0,3,3,1,42.0,1.0,2.9,Male,Unemployed,Canada,Tablet,Scrolling Social Media,No,Yes,No,No,No,Fair
D30675,36,59.0,2.95,2,29.9,6.7,35.0,2,136.0,4,5,5.0,5,0,2,91.0,12.0,9.4,Male,Student,Philippines,Smartphone,Meditation/Journaling,No,Yes,No,Yes,No,Poor
D30676,22,50.0,2.36,1,53.2,7.6,7.0,0,39.0,6,6,5.0,4,2,1,37.0,47.0,0.3,Female,Unemployed,India,Laptop,Reading,Yes,Yes,Yes,No,Yes,Fair
D30677,20,58.0,3.67,4,14.1,8.7,16.0,3,70.0,5,8,5.0,7,1,5,40.0,13.0,0.0,Female,Employed Full-time,United Kingdom,Tablet,Watching Videos,Yes,Yes,No,No,No,Good
D30678,20,40.0,2.89,3,11.0,7.2,9.0,1,56.0,6,8,5.0,5,2,2,58.0,1.0,6.0,Male,Student,Canada,Smartphone,Scrolling Social Media,No,Yes,Yes,No,Yes,Good
D30679,30,31.0,2.51,0,28.6,7.8,15.0,2,87.0,4,6,5.0,4,2,3,107.0,12.0,0.3,Female,Student,United States,Smartphone,Watching Videos,Yes,Yes,Yes,Yes,No,Poor
D30680,16,40.0,4.81,1,39.2,7.2,5.0,0,29.0,4,4,5.0,6,3,2,76.0,32.0,5.4,Male,Employed Full-time,India,Tablet,Reading,Yes,Yes,No,Yes,No,Poor
D30681,15,34.0,2.22,2,17.2,7.4,9.0,1,37.0,4,7,5.0,5,1,2,56.0,40.0,5.9,Female,Employed Full-time,India,Smartphone,Watching Videos,No,Yes,No,No,Yes,Good
D30682,33,76.0,3.47,4,20.3,7.2,39.0,1,108.0,7,7,5.0,5,0,2,26.0,51.0,6.6,Female,Student,UAE,TV,No Fixed Routine,Yes,Yes,No,Yes,Yes,Fair
D30683,30,149.0,8.08,7,17.0,6.1,75.0,3,24.0,8,9,5.0,6,2,3,52.0,8.0,12.3,Male,Student,United Kingdom,Smartphone,No Fixed Routine,No,Yes,Yes,No,Yes,Poor
D30684,27,51.0,3.92,2,23.1,7.8,21.0,1,23.0,5,8,5.0,6,0,1,26.0,32.0,0.0,Male,Employed Full-time,United Kingdom,Smartphone,Watching Videos,No,Yes,No,No,No,Fair
D30685,40,38.0,3.19,3,12.1,8.6,21.0,2,91.0,4,6,5.0,5,0,4,71.0,10.0,0.0,Prefer not to say,,Australia,Smartphone,No Fixed Routine,Yes,Yes,Yes,No,Yes,Fair
D30686,23,50.0,4.26,1,52.2,7.7,26.0,0,123.0,6,5,5.0,4,2,0,48.0,30.0,2.5,Female,,India,Smartphone,Scrolling Social Media,Yes,Yes,Yes,Yes,Yes,Fair
D30687,27,38.0,1.8,2,22.3,7.8,20.0,2,219.0,7,10,5.0,7,0,5,51.0,52.0,0.0,Male,Student,Germany,Smartphone,Watching Videos,Yes,Yes,Yes,No,Yes,Good
D30688,39,33.0,2.23,1,33.9,7.9,12.0,2,107.0,6,6,5.0,7,0,2,75.0,48.0,0.0,Male,,United Kingdom,Laptop,Watching Videos,No,Yes,Yes,No,No,Good
D30689,30,64.0,2.81,2,32.4,8.0,12.0,1,92.0,5,8,5.0,5,0,3,52.0,60.0,2.3,Female,Employed Full-time,United Kingdom,Tablet,Scrolling Social Media,Yes,Yes,No,No,No,Good
D30690,33,24.0,5.32,2,11.1,7.9,24.0,4,217.0,4,4,4.0,10,0,5,70.0,4.0,1.6,Male,Unemployed,Germany,Smartphone,Reading,Yes,Yes,No,No,No,Fair
D30691,24,20.0,1.76,1,18.2,7.5,34.0,1,8.0,9,10,5.0,6,2,1,73.0,15.0,0.3,Male,Employed Full-time,Philippines,Smartphone,Scrolling Social Media,No,Yes,Yes,Yes,Yes,Poor
D30692,29,82.0,3.16,4,18.7,7.5,56.0,4,36.0,9,10,5.0,7,2,4,46.0,209.0,5.2,Male,Employed Full-time,Australia,Laptop,Meditation/Journaling,No,No,Yes,No,Yes,Poor
D30693,21,42.0,4.41,2,21.4,8.5,20.0,1,307.0,5,7,5.0,4,2,1,64.0,32.0,0.0,Male,Student,Nigeria,Smartphone,Watching Videos,No,No,No,No,No,Good
D30694,28,62.0,3.16,2,31.8,7.5,45.0,0,69.0,4,5,5.0,6,0,0,44.0,20.0,3.2,Female,Employed Full-time,Brazil,Smartphone,Scrolling Social Media,No,No,No,No,Yes,Fair
D30695,25,55.0,4.47,0,57.0,8.3,23.0,2,178.0,3,4,5.0,6,1,2,,27.0,0.9,Male,Student,Nigeria,TV,Scrolling Social Media,No,Yes,No,No,No,Good
D30696,24,52.0,2.58,0,53.0,7.1,23.0,3,,4,5,5.0,6,3,3,81.0,46.0,3.6,Male,Employed Part-time,United States,Smartphone,Watching Videos,Yes,Yes,No,No,No,Poor
D30697,25,85.0,3.73,4,20.4,6.8,47.0,4,,6,9,4.0,7,0,5,71.0,32.0,9.7,Female,Student,United Kingdom,Smartphone,Scrolling Social Media,Yes,Yes,Yes,Yes,Yes,Poor
D30698,22,70.0,2.97,4,15.5,6.5,52.0,3,196.0,5,5,4.0,8,1,4,50.0,130.0,9.0,Female,Employed Full-time,Philippines,Smartphone,Scrolling Social Media,No,Yes,No,Yes,Yes,Poor
D30699,28,53.0,2.76,3,13.8,6.3,38.0,2,22.0,2,2,4.0,9,3,3,82.0,135.0,11.4,Male,Employed Full-time,India,Smartphone,Scrolling Social Media,Yes,Yes,No,Yes,No,Poor
D30700,26,149.0,5.6,6,24.2,5.9,65.0,3,145.0,5,6,4.0,8,1,4,24.0,39.0,18.9,Male,Unemployed,UAE,Smartphone,No Fixed Routine,No,No,No,No,Yes,Poor
D30701,39,63.0,4.09,3,20.2,7.7,29.0,2,44.0,6,5,5.0,5,1,5,57.0,120.0,0.0,Male,Employed Full-time,Canada,Smartphone,Scrolling Social Media,Yes,Yes,No,No,Yes,Poor
D30702,37,70.0,5.05,2,37.1,8.0,14.0,1,88.0,3,3,5.0,4,1,2,77.0,30.0,0.0,Female,Employed Full-time,Brazil,Smartphone,Scrolling Social Media,Yes,No,No,No,Yes,Fair
D30703,40,32.0,1.77,1,28.8,8.5,26.0,1,217.0,4,7,,7,1,1,69.0,43.0,0.0,Male,Student,United States,Tablet,Scrolling Social Media,No,Yes,No,No,No,Good
D30704,54,70.0,6.43,4,16.1,6.5,32.0,2,252.0,5,5,5.0,6,0,5,66.0,50.0,6.2,Male,Employed Full-time,India,Smartphone,Scrolling Social Media,No,Yes,Yes,No,Yes,Poor
D30705,36,100.0,6.18,5,22.1,7.4,45.0,4,47.0,9,9,5.0,7,1,4,45.0,76.0,5.3,Female,Employed Full-time,United States,Smartphone,Meditation/Journaling,No,No,Yes,No,Yes,Fair
D30706,15,27.0,2.53,0,28.7,7.7,33.0,0,,5,8,5.0,4,0,2,63.0,123.0,4.4,Female,Employed Part-time,India,Tablet,Scrolling Social Media,Yes,Yes,Yes,No,Yes,Poor
D30707,17,25.0,1.08,1,28.0,8.7,17.0,0,147.0,3,5,5.0,4,1,0,44.0,19.0,0.0,Male,Employed Full-time,United Kingdom,Laptop,Scrolling Social Media,No,Yes,No,Yes,Yes,Good
D30708,15,63.0,4.37,4,15.9,5.8,38.0,2,102.0,3,5,5.0,8,0,3,59.0,1.0,17.3,Male,Employed Full-time,India,Smartphone,Reading,Yes,Yes,No,No,No,Poor
D30709,31,32.0,2.41,0,31.5,8.8,17.0,0,44.0,5,5,5.0,4,0,4,74.0,66.0,0.0,Male,Unemployed,United States,Tablet,Scrolling Social Media,Yes,No,Yes,No,No,Good
D30710,42,47.0,2.61,2,25.9,7.6,18.0,1,36.0,3,5,5.0,8,1,1,65.0,41.0,5.0,Male,Student,Philippines,Smartphone,No Fixed Routine,No,Yes,Yes,No,Yes,Good
D30711,18,104.0,4.06,5,15.4,7.7,36.0,3,179.0,6,8,5.0,6,2,4,26.0,113.0,7.3,Female,Employed Full-time,Australia,TV,Watching Videos,Yes,Yes,No,No,Yes,Poor
D30712,32,108.0,8.44,4,28.6,7.6,65.0,4,18.0,9,7,5.0,7,1,4,25.0,1.0,2.8,Male,Employed Full-time,India,Laptop,No Fixed Routine,Yes,Yes,Yes,No,Yes,Poor
D30713,28,36.0,1.98,0,31.8,7.1,12.0,0,50.0,5,7,5.0,5,0,0,35.0,10.0,5.6,Male,Employed Part-time,United States,Smartphone,Watching Videos,Yes,No,Yes,No,Yes,Fair
D30714,18,60.0,3.49,1,61.7,7.1,28.0,2,167.0,7,7,5.0,4,3,4,60.0,101.0,6.1,Male,Unemployed,UAE,Tablet,Watching Videos,No,Yes,Yes,No,Yes,Poor
D30715,37,21.0,1.24,0,21.3,7.5,15.0,0,27.0,2,6,5.0,4,3,1,95.0,119.0,4.2,Male,Employed Part-time,India,,Scrolling Social Media,No,Yes,Yes,No,No,Good
D30716,23,15.0,1.69,0,15.0,6.9,11.0,1,159.0,1,4,5.0,6,0,1,46.0,58.0,7.2,Female,Student,India,Smartphone,No Fixed Routine,No,Yes,No,No,No,Fair
D30717,24,39.0,1.73,2,17.5,6.9,27.0,0,118.0,3,5,5.0,4,0,2,66.0,25.0,8.0,Prefer not to say,Student,UAE,Tablet,Watching Videos,No,Yes,No,Yes,No,Good
D30718,16,18.0,1.0,1,16.7,7.6,23.0,0,354.0,5,9,5.0,5,1,2,41.0,34.0,2.3,Male,Employed Full-time,India,Laptop,Meditation/Journaling,Yes,Yes,No,No,No,Good
D30719,15,62.0,8.58,4,17.2,7.4,29.0,3,279.0,5,5,4.0,10,2,3,58.0,68.0,5.7,Male,Employed Full-time,Philippines,Smartphone,Meditation/Journaling,No,Yes,No,No,No,Poor
D30720,41,9.0,1.0,0,9.1,7.5,23.0,0,97.0,3,4,5.0,4,2,0,99.0,57.0,2.0,Male,Student,United States,Smartphone,Scrolling Social Media,No,Yes,No,No,No,Good
D30721,29,47.0,3.29,2,16.9,7.4,33.0,2,97.0,5,7,5.0,4,2,3,35.0,58.0,6.9,Male,Student,Nigeria,Smartphone,Scrolling Social Media,Yes,Yes,Yes,No,Yes,Poor
D30722,35,56.0,2.5,2,31.4,7.6,9.0,0,66.0,2,4,5.0,5,1,0,66.0,22.0,4.9,Male,Student,Germany,Tablet,Watching Videos,No,Yes,No,Yes,No,Good
D30723,32,75.0,5.4,3,17.1,8.7,34.0,3,21.0,7,9,5.0,5,2,3,55.0,19.0,0.0,Female,,India,Laptop,Meditation/Journaling,No,Yes,No,No,Yes,Poor
D30724,23,43.0,2.15,0,42.5,7.4,32.0,2,87.0,7,6,5.0,7,4,3,50.0,11.0,3.1,Male,Employed Full-time,Nigeria,Laptop,Reading,No,Yes,Yes,Yes,No,Fair
D30725,31,27.0,2.68,0,26.9,7.4,27.0,2,12.0,3,1,5.0,5,0,5,103.0,4.0,5.1,Male,Employed Full-time,India,Smartphone,Watching Videos,Yes,No,No,Yes,No,Fair
D30726,17,9.0,4.11,0,4.9,7.4,2.0,2,47.0,5,8,5.0,6,1,3,69.0,41.0,2.6,Male,Unemployed,UAE,Smartphone,No Fixed Routine,No,Yes,Yes,Yes,No,Fair
D30727,15,26.0,4.27,1,21.4,7.0,22.0,0,111.0,4,7,4.0,5,1,0,45.0,15.0,8.5,Female,Unemployed,Nigeria,Laptop,Scrolling Social Media,Yes,Yes,No,No,Yes,Fair
D30728,43,56.0,4.45,2,28.0,7.9,50.0,2,132.0,5,6,5.0,6,1,3,84.0,1.0,2.1,Female,Unemployed,United States,Smartphone,Scrolling Social Media,No,Yes,No,Yes,Yes,Poor
D30729,29,29.0,1.45,1,26.4,7.5,19.0,1,94.0,4,5,5.0,4,1,1,54.0,30.0,1.7,Prefer not to say,Employed Part-time,India,Tablet,Watching Videos,No,Yes,No,Yes,No,Good
D30730,15,124.0,5.35,4,34.0,6.4,58.0,3,52.0,9,7,4.0,8,0,3,70.0,24.0,10.5,Female,Student,Brazil,Smartphone,Scrolling Social Media,No,Yes,Yes,No,Yes,Poor
D30731,20,19.0,2.57,1,19.7,7.6,17.0,3,26.0,4,9,5.0,8,0,5,46.0,3.0,3.4,Male,Employed Part-time,United States,Smartphone,Reading,No,Yes,Yes,Yes,No,Good
D30732,41,26.0,6.12,0,27.5,8.4,43.0,1,86.0,2,4,5.0,6,1,1,56.0,8.0,1.9,Male,Employed Full-time,United States,Laptop,Scrolling Social Media,No,No,No,No,No,Good
D30733,19,72.0,3.17,3,24.9,8.1,41.0,4,89.0,3,7,5.0,6,1,4,15.0,7.0,0.0,Female,Employed Full-time,Australia,TV,Reading,Yes,Yes,No,No,Yes,Good
D30734,15,81.0,8.93,4,21.9,7.1,16.0,4,39.0,6,7,5.0,9,1,5,59.0,8.0,5.0,Male,Student,Nigeria,Smartphone,Scrolling Social Media,Yes,Yes,No,No,Yes,Poor
D30735,18,43.0,2.41,2,21.2,7.4,14.0,0,344.0,4,6,5.0,5,1,1,36.0,44.0,5.6,Male,Unemployed,United States,Laptop,Watching Videos,No,Yes,No,No,No,Good
D30736,41,41.0,9.34,2,21.2,7.2,20.0,0,172.0,3,6,5.0,6,1,0,62.0,44.0,3.5,Prefer not to say,Student,Brazil,Smartphone,Reading,No,Yes,Yes,No,Yes,Fair
D30737,32,51.0,4.2,2,25.4,7.2,27.0,1,19.0,3,6,5.0,6,1,1,72.0,69.0,5.9,Female,Employed Full-time,India,Smartphone,Scrolling Social Media,Yes,Yes,Yes,No,Yes,Good
D30738,36,19.0,2.03,0,13.5,7.2,9.0,0,135.0,5,6,5.0,5,3,0,46.0,25.0,4.3,Prefer not to say,Unemployed,India,Smartphone,No Fixed Routine,Yes,Yes,Yes,Yes,Yes,Good
D30739,17,43.0,3.98,2,17.0,8.7,28.0,0,106.0,6,9,5.0,3,0,3,66.0,112.0,0.0,Male,Student,United States,Smartphone,Watching Videos,No,No,No,No,No,Fair
D30740,40,60.0,3.26,2,31.8,6.0,30.0,1,100.0,4,5,4.0,5,1,3,36.0,38.0,14.0,Male,,Brazil,Laptop,Scrolling Social Media,Yes,Yes,No,No,Yes,Poor
D30741,24,83.0,4.44,5,21.7,6.7,20.0,3,81.0,4,6,5.0,6,1,4,90.0,4.0,10.8,Female,Employed Full-time,United Kingdom,Smartphone,Reading,Yes,Yes,No,No,Yes,Poor
D30742,29,96.0,5.36,4,20.9,7.7,41.0,3,175.0,8,7,4.0,8,2,3,19.0,58.0,1.2,Female,Student,India,Smartphone,Meditation/Journaling,No,Yes,Yes,No,Yes,Poor
D30743,34,103.0,5.07,5,24.7,6.8,42.0,3,105.0,4,4,5.0,6,2,5,65.0,57.0,12.0,Female,Student,United States,Smartphone,Scrolling Social Media,Yes,Yes,No,No,Yes,Fair
D30744,35,46.0,1.75,1,45.9,7.2,19.0,4,221.0,1,5,,7,1,5,,40.0,7.1,Male,Employed Part-time,Australia,Smartphone,No Fixed Routine,No,Yes,No,No,No,Fair
D30745,16,20.0,1.05,3,5.7,7.9,31.0,3,140.0,4,5,5.0,6,2,4,54.0,32.0,0.8,Female,Employed Full-time,Australia,TV,No Fixed Routine,Yes,Yes,Yes,No,No,Good
D30746,18,128.0,5.93,6,24.4,6.8,69.0,2,145.0,5,8,4.0,8,1,3,40.0,71.0,6.3,Prefer not to say,Employed Full-time,United States,Smartphone,Reading,No,No,Yes,Yes,Yes,Poor
D30747,31,40.0,1.86,2,14.8,7.2,31.0,1,35.0,5,7,5.0,5,0,1,,12.0,7.1,Female,Unemployed,Brazil,Smartphone,Watching Videos,No,Yes,Yes,No,Yes,Fair
D30748,43,108.0,4.88,6,17.6,5.7,58.0,4,96.0,6,7,4.0,8,1,4,24.0,37.0,16.9,Female,Employed Full-time,India,Laptop,Watching Videos,Yes,Yes,Yes,No,Yes,Poor
D30749,34,65.0,7.22,2,37.8,6.1,39.0,1,74.0,5,3,5.0,6,3,1,69.0,3.0,16.1,Male,Employed Part-time,Canada,Smartphone,Watching Videos,No,Yes,No,No,No,Fair
D30750,21,58.0,5.04,2,27.1,7.0,34.0,2,74.0,3,4,5.0,6,1,3,48.0,15.0,7.9,Female,,India,Laptop,Watching Videos,No,Yes,No,Yes,No,Fair
D30751,45,16.0,2.35,1,17.5,8.1,30.0,2,110.0,2,2,5.0,6,3,4,32.0,14.0,0.0,Female,Student,Philippines,Smartphone,,Yes,Yes,No,No,Yes,Poor
D30752,35,73.0,3.91,3,29.5,6.2,26.0,1,170.0,6,8,5.0,6,4,4,46.0,19.0,13.6,Female,Unemployed,India,Smartphone,Scrolling Social Media,No,No,Yes,No,Yes,Fair
D30753,34,24.0,1.62,1,21.9,9.4,29.0,0,96.0,2,6,5.0,6,2,3,77.0,3.0,0.0,Female,Student,United Kingdom,Smartphone,Scrolling Social Media,Yes,Yes,No,No,Yes,Good
D30754,30,66.0,3.29,2,26.1,7.4,50.0,2,72.0,6,5,5.0,2,3,2,40.0,147.0,4.4,Male,Employed Part-time,United Kingdom,Smartphone,Reading,No,Yes,Yes,No,Yes,Poor
D30755,26,8.0,1.19,0,6.3,7.6,43.0,0,80.0,7,6,5.0,5,1,1,63.0,68.0,0.8,Female,Employed Full-time,Brazil,Smartphone,Watching Videos,Yes,Yes,Yes,Yes,No,Good
D30756,41,12.0,1.0,1,16.3,7.0,4.0,0,12.0,3,7,5.0,5,2,1,57.0,25.0,5.9,Male,Student,Germany,,Scrolling Social Media,No,Yes,No,No,No,Good
D30757,27,16.0,1.29,1,15.3,7.0,38.0,2,86.0,6,4,4.0,8,0,3,66.0,62.0,5.7,Male,Employed Part-time,India,Smartphone,Scrolling Social Media,No,Yes,Yes,No,Yes,Fair
D30758,34,50.0,3.34,2,26.9,7.3,29.0,0,,3,6,5.0,6,1,0,62.0,76.0,10.4,Female,Employed Part-time,Canada,Smartphone,Meditation/Journaling,No,Yes,No,No,No,Fair
D30759,20,24.0,2.56,1,24.4,7.0,15.0,0,219.0,4,4,5.0,7,2,1,80.0,80.0,4.9,Female,Employed Full-time,United States,Smartphone,Watching Videos,No,Yes,No,Yes,Yes,Fair
D30760,32,13.0,6.7,0,11.9,9.2,20.0,1,103.0,1,4,5.0,6,2,3,81.0,33.0,0.0,Female,Employed Full-time,India,Laptop,Scrolling Social Media,No,Yes,No,Yes,No,Good
D30761,24,40.0,2.78,2,19.2,7.9,20.0,1,202.0,6,7,5.0,4,3,2,35.0,34.0,0.0,Male,Employed Full-time,United States,Tablet,Reading,Yes,No,Yes,Yes,No,Fair
D30762,27,31.0,8.02,2,17.7,7.0,24.0,0,67.0,3,3,5.0,7,4,0,62.0,87.0,6.5,Male,Employed Full-time,United Kingdom,Tablet,Scrolling Social Media,No,Yes,No,No,Yes,Fair
D30763,23,11.0,1.0,0,8.3,7.5,8.0,3,130.0,2,8,5.0,6,2,3,51.0,22.0,0.4,Female,Student,Australia,Smartphone,Watching Videos,No,Yes,No,No,No,Poor
D30764,35,46.0,4.66,2,15.3,7.1,34.0,1,45.0,6,7,5.0,6,0,1,17.0,26.0,7.2,Female,Student,United States,Smartphone,Reading,No,Yes,No,No,No,Fair
D30765,25,54.0,4.15,1,53.1,7.0,39.0,1,134.0,6,6,5.0,9,1,3,57.0,46.0,6.6,Female,Employed Full-time,Philippines,Tablet,Meditation/Journaling,No,No,No,Yes,No,Fair
D30766,24,63.0,4.35,3,20.8,6.1,32.0,3,49.0,6,5,5.0,5,1,7,,10.0,14.3,Male,Employed Full-time,India,TV,Meditation/Journaling,No,Yes,No,No,No,Poor
D30767,26,79.0,3.72,4,20.8,7.5,49.0,2,66.0,9,10,4.0,6,0,5,74.0,110.0,0.0,Male,Employed Full-time,Brazil,Smartphone,Watching Videos,No,Yes,Yes,No,Yes,Poor
D30768,32,41.0,4.94,0,37.0,6.3,15.0,2,217.0,2,3,4.0,7,1,2,36.0,3.0,10.1,Male,Employed Full-time,UAE,Tablet,Meditation/Journaling,Yes,Yes,No,No,No,Poor
D30769,20,50.0,3.44,2,21.9,8.3,27.0,2,275.0,5,8,5.0,7,2,3,81.0,40.0,0.0,Female,Employed Full-time,United Kingdom,Laptop,Reading,No,Yes,No,No,No,Fair
D30770,22,19.0,1.52,2,13.0,8.9,28.0,2,179.0,3,4,5.0,6,1,4,,1.0,0.0,Male,Employed Part-time,India,Smartphone,Scrolling Social Media,No,Yes,No,Yes,Yes,Fair
D30771,31,17.0,1.13,3,8.2,8.1,23.0,1,148.0,1,1,,7,1,1,46.0,56.0,0.4,Female,Student,United States,TV,Scrolling Social Media,No,Yes,No,No,Yes,Fair
D30772,21,55.0,4.02,2,28.2,7.0,9.0,1,165.0,3,7,,7,1,2,60.0,41.0,8.1,Female,Student,Germany,Smartphone,No Fixed Routine,Yes,No,No,No,No,Fair
D30773,29,35.0,5.5,2,17.3,6.3,24.0,0,79.0,5,5,5.0,4,3,0,44.0,71.0,13.6,Prefer not to say,Student,Canada,Smartphone,No Fixed Routine,No,Yes,Yes,No,No,Good
D30774,34,74.0,3.5,4,22.0,6.0,65.0,2,108.0,7,10,3.0,10,1,2,51.0,28.0,14.5,Female,Employed Full-time,United Kingdom,Smartphone,Scrolling Social Media,No,No,No,No,Yes,Poor
D30775,21,99.0,5.25,6,15.7,6.7,49.0,3,77.0,7,6,4.0,8,2,3,69.0,37.0,9.9,Female,Unemployed,India,Tablet,Scrolling Social Media,No,Yes,Yes,No,Yes,Poor
D30776,18,58.0,2.6,2,29.4,7.6,40.0,1,106.0,5,9,5.0,7,2,2,53.0,8.0,1.9,Female,Student,India,Smartphone,Scrolling Social Media,No,No,Yes,No,No,Poor
D30777,29,26.0,1.75,2,12.2,8.3,4.0,0,42.0,4,3,5.0,5,0,3,51.0,4.0,0.0,Female,Student,United States,Tablet,Scrolling Social Media,Yes,Yes,Yes,No,No,Good
D30778,22,183.0,8.31,7,24.3,6.3,68.0,5,62.0,4,4,2.0,10,1,7,0.0,48.0,11.7,Male,Student,Australia,Smartphone,Scrolling Social Media,No,Yes,No,No,Yes,Poor
D30779,17,55.0,7.65,3,17.7,7.8,34.0,2,,3,6,5.0,8,0,2,,36.0,1.0,Male,Unemployed,India,Smartphone,Watching Videos,No,No,No,Yes,No,Good
